"employee_id","Experience_Category","claim_id","paid_cost$","loss_location_at","loss_location_on","city_of_incident","apta_desc","asset_vehicle_year","asset_manufacturer","loss_date","lat","long","formatted_address","years","cost_range","bus_age"
395694,">60 Months",174848,0,NA,"BAY #7 SURREY CENTRAL","Surrey","Collisions with Other Vehicles",NA,NA,2011-10-26,49.1518744,-122.8433387,"7 Heron Bay, Surrey, BC V3W 6E1, Canada",2011,"Level1 (<$200)",NA
395694,">60 Months",228272,0,"72 Ave","137 St","Surrey","Collisions with Objects",1999,"WF",2017-06-27,49.1335284,-122.8427847,"72 Ave & 137 St, Surrey, BC V3W, Canada",2017,"Level1 (<$200)",18
395694,">60 Months",230795,0,"132 St","72 Ave","Surrey","Collisions with Other Vehicles",2006,"WF",2017-09-24,49.1336715,-122.8566835,"72 Ave & 132 St, Surrey, BC V3W, Canada",2017,"Level1 (<$200)",11
393215,">60 Months",169495,0,"ST. JOHN","WILLIAM","Port Moody","Collisions with People",NA,NA,2011-01-13,49.2769502,-122.8634264,"2206 St Johns St, Port Moody, BC V3H 2A7, Canada",2011,"Level1 (<$200)",NA
393215,">60 Months",201874,475.27,"ROBINSON","COMO LAKE","Coquitlam","Collisions with Objects",2000,"WF",2014-11-04,49.2636186,-122.8800198,"Como Lake Ave & Robinson St, Coquitlam, BC V3J 3M9, Canada",2014,"Level2 ($200-$1.000)",14
279619,">60 Months",180452,300.92,"E HASTINGS ST","Duthie Ave","Burnaby","Collisions with Objects",2009,"NOV",2012-04-24,49.2803255,-122.9533672,"Duthie Ave & Hastings St, Burnaby, BC V5A 2P5, Canada",2012,"Level2 ($200-$1.000)",3
279619,">60 Months",200459,0,"Dumfries St","E 41st Ave","Vancouver","Collisions with Objects",2007,"NOV",2014-09-11,49.2326559,-123.0742736,"Dumfries St & E 41st Ave, Vancouver, BC V5P, Canada",2014,"Level1 (<$200)",7
393214,">60 Months",234864,4094.8,"E 10 Ave","Commercial Dr","Vancouver","Collisions with Other Vehicles",2007,"WF",2018-02-22,49.2613708,-123.0697964,"Commercial Dr & E 10th Ave, Vancouver, BC V5N 5R4, Canada",2018,"Level3 ($1.000-$10.000)",11
388753,">60 Months",251189,0,NA,"UBC Loop","Vancouver","Collisions with Other Vehicles (at G/C)",2006,"WF",2019-09-05,49.3280242,-123.1556756,"1454 Marine Dr, West Vancouver, BC V7T 1B7, Canada",2019,"Level1 (<$200)",13
343679,">60 Months",168245,0,"CAMBIE","3 RD","Richmond","Collisions with Other Vehicles",NA,NA,2011-03-04,49.1846605,-123.1365583,"Cambie Rd & Number 3 Rd, Richmond, BC V6X 2B8, Canada",2011,"Level1 (<$200)",NA
343679,">60 Months",180978,0,"96 AVE","116 St","Delta","Collisions with People",2006,"WF",2012-05-07,49.1771084,-122.9011911,"116 St & 96 Ave, Surrey, BC V4C 5X2, Canada",2012,"Level1 (<$200)",6
343679,">60 Months",197131,0,"Westminster Hwy","No. 3 Rd","Richmond","Collisions with Other Vehicles",1996,"WF",2014-04-23,49.1702559,-123.1364452,"Westminster Hwy & Number 3 Rd, Richmond, BC V6X, Canada",2014,"Level1 (<$200)",18
343679,">60 Months",210163,186.9,"Minoru Blvd","Granville Ave","Richmond","Collisions with Other Vehicles",2000,"WF",2015-09-28,49.1628257,-123.1403377,"Minoru Blvd & Granville Ave, Richmond, BC V6Y 1N9, Canada",2015,"Level1 (<$200)",15
359080,">60 Months",176599,0,"99 HWY","STEVESTON HWY","Richmond","Collisions with Other Vehicles",NA,NA,2011-12-02,49.133056,-123.084336,"Northbound Hwy 99 Offramp @ Steveston Hwy, Richmond, BC V6W 1A3, Canada",2011,"Level1 (<$200)",NA
367937,">60 Months",212809,3000,"Sunset Blvd","Ruby Ave","North Vancouver","Collisions with Other Vehicles",2008,"NOV",2016-01-12,49.3440327,-123.1038175,"Ruby Ave & Sunset Blvd, North Vancouver, BC V7R 3Y3, Canada",2016,"Level3 ($1.000-$10.000)",8
364251,">60 Months",179945,0,"Abbott St","E Cordova St","Vancouver","Collisions with Other Vehicles",2008,"WF",2012-04-02,49.2821018,-123.1004614,"144E Cordova St, Vancouver, BC V6A 1K9, Canada",2012,"Level1 (<$200)",4
364251,">60 Months",194670,0,"Dunsmuir St","Burrard St","Vancouver","Collisions with Other Vehicles",2009,"NOV",2014-01-05,49.2855457,-123.1193954,"Burrard St & Dunsmuir St, Vancouver, BC V6C, Canada",2014,"Level1 (<$200)",5
388744,">60 Months",184133,2400.3,"KGB","72 AVE","Surrey","Collisions with Objects",2006,"WF",2012-09-16,49.133362,-122.8391561,"13790 72 Ave Unit 101, Surrey, BC V3W 2P4, Canada",2012,"Level3 ($1.000-$10.000)",6
388744,">60 Months",207828,1879.98,"Fraser Hwy","203 St","Langley","Collisions with Objects",1999,"WF",2015-06-21,49.1055604,-122.6602276,"Fraser Hwy & 203 St, Langley City, BC V3A 4E7, Canada",2015,"Level3 ($1.000-$10.000)",16
388746,">60 Months",241722,307.58,"Nanaimo St","W Hastings St","Vancouver","Collisions with Other Vehicles",2006,"WF",2018-10-24,49.2876187,-123.1196946,"1066W Hastings St, Vancouver, BC V6E 2M6, Canada",2018,"Level2 ($200-$1.000)",12
388747,">60 Months",194806,819.55,"Hastings St","Gilmore Ave","Burnaby","Collisions with Objects",2009,"NOV",2014-01-09,49.2810655,-123.0141839,"Hastings St & Gilmore Ave, Burnaby, BC V5C 2J1, Canada",2014,"Level2 ($200-$1.000)",5
388747,">60 Months",220136,0,"10 St","Carnarvon St","New Westminster","Collisions with Objects",2009,"NOV",2016-09-24,49.2039738,-122.9091353,"Carnarvon St, New Westminster, BC, Canada",2016,"Level1 (<$200)",7
388747,">60 Months",223827,179.45,NA,"Government Rd","Burnaby","Collisions with Other Vehicles",2009,"NOV",2017-02-06,49.2508582,-122.9333647,"Government Rd, Burnaby, BC V5A, Canada",2017,"Level1 (<$200)",8
334131,">60 Months",198286,547.32,"McHardy St","Wellington Ave","Vancouver","Collisions with Other Vehicles",2009,"NOV",2014-06-05,49.2412496,-123.032974,"McHardy St & Wellington Ave, Vancouver, BC V5R 4Y3, Canada",2014,"Level2 ($200-$1.000)",5
334131,">60 Months",199999,291.95,"Comox St","Burrard St","Vancouver","Collisions with Objects",2009,"WF",2014-08-20,49.2805008,-123.1270928,"Burrard St & Comox St, Vancouver, BC V6Z 1Y5, Canada",2014,"Level2 ($200-$1.000)",5
334131,">60 Months",219928,121.3,NA,"Joyce Station","Vancouver","Collisions with Other Vehicles",2007,"NOV",2016-09-24,49.2383732,-123.0317578,"Joyce–Collingwood Station, Vancouver, BC V5R, Canada",2016,"Level1 (<$200)",9
388741,">60 Months",201413,2220.05,"137 St","72 Ave","Surrey","Collisions with Other Vehicles",1998,"WF",2014-10-21,49.1335284,-122.8427847,"72 Ave & 137 St, Surrey, BC V3W, Canada",2014,"Level3 ($1.000-$10.000)",16
388742,">60 Months",222246,402.52,"Hurst St","Sussex Ave","Burnaby","Collisions with Other Vehicles",2009,"NOV",2016-12-13,49.2202639,-123.005055,"Hurst St & Sussex Ave, Burnaby, BC V5J 3V1, Canada",2016,"Level2 ($200-$1.000)",7
388742,">60 Months",251997,0,"Heather St","W 41 Ave","Vancouver","Collisions with Other Vehicles",2018,"WF",2019-09-25,49.2337687,-123.1209014,"W 41st Ave & Heather St, Vancouver, BC V5Z, Canada",2019,"Level1 (<$200)",1
388738,">60 Months",227173,0,"Richards St","E Hastings St","Vancouver","Collisions with Other Vehicles",2009,"WF",2017-05-31,49.2840332,-123.1119142,"Richards St & W Hastings St, Vancouver, BC V6B 1L1, Canada",2017,"Level1 (<$200)",8
388738,">60 Months",234684,0,"Marine Drive Stn",NA,"Vancouver","Collisions with Other Vehicles (at G/C)",2008,"WF",2018-02-14,49.2095967,-123.1169526,"Marine Drive, Vancouver, BC V5X 0C7, Canada",2018,"Level1 (<$200)",10
388738,">60 Months",253696,394.41,"Connaught Dr","Granville St","Vancouver","Collisions with Objects",2007,"WF",2019-11-20,49.2362763,-123.1395617,"Granville St & Connaught Dr, Vancouver, BC V6M 3G6, Canada",2019,"Level2 ($200-$1.000)",12
388739,">60 Months",174890,2384.3,NA,"SURREY CENTRAL STATION LOOP","Surrey","Collisions with Other Vehicles",NA,NA,2011-08-31,49.1896129,-122.8479484,"Surrey Central Station, 14479 106 Ave, Surrey, BC V3R 1S9, Canada",2011,"Level3 ($1.000-$10.000)",NA
367936,">60 Months",188284,281.43,"W 41st Ave","Granville St","Vancouver","Collisions with Objects",2006,"WF",2013-04-01,49.2343405,-123.1396258,"Granville St & W 41st Ave, Vancouver, BC V6M 1X7, Canada",2013,"Level2 ($200-$1.000)",7
367936,">60 Months",199901,0,NA,"STANLEY PARK LOOP","Vancouver","Collisions with Objects",2007,"NOV",2014-08-03,49.300672,-123.1340299,"Stanley Park Loop, Vancouver, BC V6G 3E2, Canada",2014,"Level1 (<$200)",7
367936,">60 Months",247667,399.13,"14TH","8TH","New Westminster","Collisions with Other Vehicles",2009,"NOV",2019-04-25,49.2088252,-122.9372368,"8th Ave & 14th St, New Westminster, BC V3M 2S3, Canada",2019,"Level2 ($200-$1.000)",10
381118,">60 Months",197573,295.32,"W 33rd Ave","Granville St","Vancouver","Collisions with Objects",2009,"NOV",2014-05-06,49.2418674,-123.1393324,"Granville St & W 33rd Ave, Vancouver, BC V6H 3M2, Canada",2014,"Level2 ($200-$1.000)",5
381118,">60 Months",207467,2369.83,NA,"Stanley Park Causeway","Vancouver","Collisions with Objects",2007,"NOV",2015-06-25,49.3042584,-123.1442522,"Stanley Park, Vancouver, BC V6G 1Z4, Canada",2015,"Level3 ($1.000-$10.000)",8
381118,">60 Months",220343,0,NA,"UBC Loop","Vancouver","Collisions with Other Vehicles",2006,"WF",2016-10-11,49.3280242,-123.1556756,"1454 Marine Dr, West Vancouver, BC V7T 1B7, Canada",2016,"Level1 (<$200)",10
381118,">60 Months",246934,0,"Ontario St","Marine Dr","Vancouver","Collisions with Other Vehicles",2018,"NOV",2019-04-18,49.2123255,-123.1065519,"SW Marine Dr & Ontario St, Vancouver, BC V5X, Canada",2019,"Level1 (<$200)",1
388735,">60 Months",199557,3000,"Granville St","W 49th Ave","Vancouver","Collisions with Other Vehicles",2012,"WF",2014-08-05,49.2269604,-123.1398446,"Granville St & W 49th Ave, Vancouver, BC V6M 3E7, Canada",2014,"Level3 ($1.000-$10.000)",2
388736,">60 Months",185765,0,"12TH AVE","COMMERCIAL DR","Vancouver","Collisions with Objects",2008,"WF",2012-12-05,49.2595157,-123.0698155,"Commercial Dr & E 12th Ave, Vancouver, BC V5N 4C6, Canada",2012,"Level1 (<$200)",4
388736,">60 Months",195027,610.52,"Fir St","W 4th Ave","Vancouver","Collisions with Other Vehicles",2009,"NOV",2014-01-17,49.268011,-123.1408787,"Fir St & W 4th Ave, Vancouver, BC V6J 1L8, Canada",2014,"Level2 ($200-$1.000)",5
388736,">60 Months",208124,353.37,"W 34th Ave","Granville St","Vancouver","Collisions with Objects",2008,"WF",2015-07-26,49.2409042,-123.1393635,"Granville St & W 34th Ave, Vancouver, BC V6M 3B3, Canada",2015,"Level2 ($200-$1.000)",7
388736,">60 Months",208450,0,"SW Marine Dr","Cambie St","Vancouver","Collisions with Other Vehicles",2009,"WF",2015-08-05,49.2102382,-123.1171288,"Cambie St & SW Marine Dr, Vancouver, BC V6P, Canada",2015,"Level1 (<$200)",6
388736,">60 Months",224355,374.86,"E 57 Ave","Oak St","Vancouver","Collisions with Objects",2006,"WF",2017-02-21,49.219191,-123.128598,"W 57th Ave & Oak St, Vancouver, BC V6P 1S3, Canada",2017,"Level2 ($200-$1.000)",11
388736,">60 Months",234226,0,"Dunsmuir St","Cambie St","Vancouver","Collisions with Other Vehicles (at G/C)",2006,"WF",2018-01-28,49.2804746,-123.1115545,"Cambie St & Dunsmuir St, Vancouver, BC V6B 2P1, Canada",2018,"Level1 (<$200)",12
388728,">60 Months",192003,352.91,"Woodland Dr","E Broadway","Vancouver","Collisions with Other Vehicles",2009,"WF",2013-09-04,49.2623631,-123.0736175,"E Broadway & Woodland Dr, Vancouver, BC V5N 1V9, Canada",2013,"Level2 ($200-$1.000)",4
388728,">60 Months",245794,0,"Vanness Ave","Joyce St","Vancouver","Collisions with Other Vehicles",2008,"NOV",2019-03-11,49.238222,-123.0318373,"Joyce St & Vanness Ave, Vancouver, BC V5R 4H1, Canada",2019,"Level1 (<$200)",11
388728,">60 Months",246576,0,"Vanness Ave",NA,"Vancouver","Collisions with Objects (at G/C)",2007,"NOV",2019-04-02,49.24263,-123.0425283,"Vanness Ave, Vancouver, BC, Canada",2019,"Level1 (<$200)",12
388728,">60 Months",247254,0,"Commercial Dr","E Hastings St","Vancouver","Collisions with Other Vehicles",2007,"NOV",2019-05-01,49.2812892,-123.070446,"Commercial Dr & E Hastings St, Vancouver, BC V5L 3V6, Canada",2019,"Level1 (<$200)",12
388728,">60 Months",251517,0,"Emery Pl","Mountain Hwy","North Vancouver","Collisions with Other Vehicles",2008,"NOV",2019-09-11,49.330483,-123.0380087,"Mountain Hwy & Emery Pl, North Vancouver, BC V7J 3H9, Canada",2019,"Level1 (<$200)",11
388731,">60 Months",191038,1597.74,"E 29th Ave","Slocan St","Vancouver","Collisions with Other Vehicles",2009,"NOV",2013-07-27,49.2446303,-123.0496921,"Slocan St & E 29th Ave, Vancouver, BC V5R 1V3, Canada",2013,"Level3 ($1.000-$10.000)",4
388733,">60 Months",200148,0,"142 St","King Rd","Surrey","Collisions with Other Vehicles",2007,"GMCCL",2014-08-27,49.1242067,-122.8288112,"142 St, Surrey, BC, Canada",2014,"Level1 (<$200)",7
388734,">60 Months",173611,845.15,"WEST BLVD","41 AVENUE","Vancouver","Collisions with Objects",NA,NA,2011-10-05,49.234625,-123.1555635,"West Blvd & W 41st Ave, Vancouver, BC V6M 1Z6, Canada",2011,"Level2 ($200-$1.000)",NA
393213,">60 Months",212372,3414.22,"Burrard St","W Georgia St","Vancouver","Collisions with Other Vehicles",2008,"NOV",2015-12-23,49.284448,-123.1211287,"Burrard St & W Georgia St, Vancouver, BC V6E 3N9, Canada",2015,"Level3 ($1.000-$10.000)",7
388730,">60 Months",188239,0,NA,"Coquitlam Central Station","Coquitlam","Collisions with Other Vehicles",2006,"WF",2013-03-27,49.2739076,-122.800077,"Coquitlam Central, 2900 Barnet Hwy, Coquitlam, BC V3B 0G1, Canada",2013,"Level1 (<$200)",7
388730,">60 Months",210923,2988.71,NA,"Coquitlam Central Station","Coquitlam","Collisions with Objects",2006,"WF",2015-10-31,49.2739076,-122.800077,"Coquitlam Central, 2900 Barnet Hwy, Coquitlam, BC V3B 0G1, Canada",2015,"Level3 ($1.000-$10.000)",9
388730,">60 Months",233368,0,NA,"Coquitlam Station","Coquitlam","Collisions with Other Vehicles (at G/C)",2006,"WF",2017-12-19,49.2739076,-122.800077,"Coquitlam Central, 2900 Barnet Hwy, Coquitlam, BC V3B 0G1, Canada",2017,"Level1 (<$200)",11
388722,">60 Months",190697,2931.46,"203 St","56 Ave","Surrey","Collisions with Objects",2006,"WF",2013-07-11,49.1041145,-122.6604515,"203 St & 56 Ave, Langley City, BC V3A, Canada",2013,"Level3 ($1.000-$10.000)",7
388725,">60 Months",178327,874.4,"HASTINGS","RICHARDS","Vancouver","Collisions with Objects",NA,NA,2011-05-12,49.2840332,-123.1119142,"Richards St & W Hastings St, Vancouver, BC V6B 1L1, Canada",2011,"Level2 ($200-$1.000)",NA
388725,">60 Months",245960,0,"W 33rd Ave","Oak St","Vancouver","Collisions with Objects",2006,"WF",2019-03-20,49.2414404,-123.1278087,"W 33rd Ave & Oak St, Vancouver, BC V5Z 2K6, Canada",2019,"Level1 (<$200)",13
388724,">60 Months",224293,7082.74,"E 20th St","Mountain Hwy","North Vancouver","Collisions with Other Vehicles",2008,"NOV",2017-02-20,49.3271769,-123.0382215,"Mountain Hwy & E 20th St, North Vancouver, BC V7J 2M9, Canada",2017,"Level3 ($1.000-$10.000)",9
388721,">60 Months",174679,1916.52,"PRINCE EDWARD","MARINE DR","Vancouver","Collisions with Other Vehicles",NA,NA,2011-09-18,49.2108916,-123.0984114,"Prince Edward St & SE Marine Dr, Vancouver, BC V5X 2S8, Canada",2011,"Level3 ($1.000-$10.000)",NA
388721,">60 Months",199488,279.28,"Fir St","W 4th Ave","Vancouver","Collisions with Objects",2009,"NOV",2014-07-30,49.268011,-123.1408787,"Fir St & W 4th Ave, Vancouver, BC V6J 1L8, Canada",2014,"Level2 ($200-$1.000)",5
388716,">60 Months",244665,0,"104 Ave","150 St","Surrey","Collisions with Other Vehicles",2018,"WF",2019-02-01,49.191529,-122.8064117,"150 St & 104 Ave, Surrey, BC V3R, Canada",2019,"Level1 (<$200)",1
388716,">60 Months",247346,0,"152 St","King George Blvd","Surrey","Collisions with Other Vehicles",2000,"WF",2019-04-30,49.0517656,-122.801188,"King George Blvd & 152 St, Surrey, BC V4P, Canada",2019,"Level1 (<$200)",19
388718,">60 Months",236636,766.8,"Westminster Hwy","No. 3 Rd","Richmond","Collisions with Other Vehicles",2016,"WF",2018-04-25,49.1702559,-123.1364452,"Westminster Hwy & Number 3 Rd, Richmond, BC V6X, Canada",2018,"Level2 ($200-$1.000)",2
388718,">60 Months",243412,0,"W 49 Ave","Granville St","Vancouver","Collisions with Other Vehicles",2016,"WF",2018-12-07,49.2269604,-123.1398446,"Granville St & W 49th Ave, Vancouver, BC V6M 3E7, Canada",2018,"Level1 (<$200)",2
388719,">60 Months",176737,1125.62,"FRASER ST","SE MARINE DR","Vancouver","Collisions with Objects",NA,NA,2011-11-29,49.2109551,-123.0911787,"SE Marine Dr & Fraser St, Vancouver, BC V5X 2T4, Canada",2011,"Level3 ($1.000-$10.000)",NA
388719,">60 Months",182342,459.63,NA,"UBC BUS LOOP","Vancouver","Collisions with Objects",2007,"NOV",2012-07-10,49.248321,-123.055908,"Nanaimo Station, Vancouver, BC V5R 1X5, Canada",2012,"Level2 ($200-$1.000)",5
388712,">60 Months",184962,316.82,"41ST AVE","JOYCE ST","Vancouver","Collisions with Other Vehicles",2009,"NOV",2012-11-01,49.2331128,-123.0374799,"Joyce St & E 41st Ave, Vancouver, BC V5R, Canada",2012,"Level2 ($200-$1.000)",3
388712,">60 Months",230319,0,"104 Ave","150 St","Surrey","Collisions with Other Vehicles",2000,"WF",2017-09-08,49.191529,-122.8064117,"150 St & 104 Ave, Surrey, BC V3R, Canada",2017,"Level1 (<$200)",17
388713,">60 Months",245950,371.36,"Barnet Hwy","Mariner Way","Coquitlam","Collisions with Other Vehicles",2006,"WF",2019-03-15,49.2773714,-122.8017944,"Mariner Way & Barnet Hwy, Coquitlam, BC V3B, Canada",2019,"Level2 ($200-$1.000)",13
236338,">60 Months",190602,315.76,"Burrard St","W Georgia St","Vancouver","Collisions with Other Vehicles",2008,"NOV",2013-07-11,49.284448,-123.1211287,"Burrard St & W Georgia St, Vancouver, BC V6E 3N9, Canada",2013,"Level2 ($200-$1.000)",5
236338,">60 Months",195242,2743.15,"Gallant Ave","Panorama Dr","North Vancouver","Collisions with Objects",2008,"NOV",2013-12-15,49.3267994,-122.9506183,"Panorama Dr & Gallant Ave, North Vancouver, BC V7G 1L2, Canada",2013,"Level3 ($1.000-$10.000)",5
333193,">60 Months",174335,97.84,"HWY 1","WILLINGDON","Burnaby","Collisions with Other Vehicles",NA,NA,2011-09-21,49.2668096,-123.0040067,"4461 Lougheed Hwy #1, Burnaby, BC V5C 3Z2, Canada",2011,"Level1 (<$200)",NA
333193,">60 Months",183638,3673.94,"CROWN","16 AVE",NA,"Collisions with Other Vehicles",NA,NA,2012-09-07,49.2581429,-123.19354,"W 16th Ave & Crown St, Vancouver, BC V6R 3C9, Canada",2012,"Level3 ($1.000-$10.000)",NA
333193,">60 Months",214061,3000,"Joyce Station Loop","Joyce Station Loop","Vancouver","Collisions with Other Vehicles",2009,"NOV",2016-03-01,49.2383732,-123.0317578,"Joyce–Collingwood Station, Vancouver, BC V5R, Canada",2016,"Level3 ($1.000-$10.000)",7
333193,">60 Months",226640,0,"Wales St","E 41 Ave","Vancouver","Collisions with People",2009,"NOV",2017-05-11,49.2328078,-123.0516668,"Wales St & E 41st Ave, Vancouver, BC V5R 3N2, Canada",2017,"Level1 (<$200)",8
388710,">60 Months",201323,532.9,"ST GEORGE","W BROADWAY","Vancouver","Collisions with Objects",2009,"WF",2014-10-15,49.2475246,-123.1991544,"4175 W 29th Ave, Vancouver, BC V6S 1V1, Canada",2014,"Level2 ($200-$1.000)",5
388710,">60 Months",204899,298.88,"Main St","W Broadway","Vancouver","Collisions with Objects",2009,"WF",2015-03-17,49.262831,-123.101345,"Eastbound E Broadway @ Main St, Vancouver, BC V5T 3E5, Canada",2015,"Level2 ($200-$1.000)",6
360886,">60 Months",190988,2577.12,"28 Ave","56 St","Delta","Collisions with Objects",2001,"OBI",2013-07-25,49.0538122,-123.0686957,"56 St & 28 Ave, Delta, BC V4L 2N5, Canada",2013,"Level3 ($1.000-$10.000)",12
360886,">60 Months",200785,3000,"BOUNDARY","EWAN AVE","Richmond","Collisions with Objects",2000,"WF",2014-09-23,49.1818567,-122.9573359,"Ewen Ave & Boundary Rd, Richmond, BC V6V 2E5, Canada",2014,"Level3 ($1.000-$10.000)",14
360886,">60 Months",231242,0,"Cooney Rd","Cook Rd","Richmond","Collisions with Other Vehicles",2000,"WF",2017-10-16,49.166486,-123.1314892,"Cook Rd & Cooney Rd, Richmond, BC V6Y 1V5, Canada",2017,"Level1 (<$200)",17
360886,">60 Months",233761,0,"Bay 11","Central Blvd","Burnaby","Collisions with Other Vehicles (at G/C)",2012,"WF",2018-01-05,49.226034,-123.004152,"Metrotown Stn Bay 11, Burnaby, BC V5H 4M3, Canada",2018,"Level1 (<$200)",6
360886,">60 Months",243435,2095.38,"34 Ave","144 St","White Rock","Collisions with Objects",2001,"OBI",2018-12-06,49.0638549,-122.8232845,"144 St & 34 Ave, Surrey, BC V4P, Canada",2018,"Level3 ($1.000-$10.000)",17
381191,">60 Months",216507,0,"Nootka","E 22 Ave","Vancouver","Collisions with Other Vehicles",2009,"NOV",2016-05-26,49.2506204,-123.0415778,"E 22nd Ave & Nootka St, Vancouver, BC V5M 2Y5, Canada",2016,"Level1 (<$200)",7
381191,">60 Months",227644,0,"W Broadway St","Grandview Hwy N","Vancouver","Collisions with Other Vehicles",2009,"WF",2017-06-13,49.2623492,-123.0668182,"N Grandview Hwy & E Broadway, Vancouver, BC V5N, Canada",2017,"Level1 (<$200)",8
388705,">60 Months",188580,0,NA,"Coquitlam Central Station","Coquitlam","Collisions with People",2006,"WF",2013-04-19,49.2739076,-122.800077,"Coquitlam Central, 2900 Barnet Hwy, Coquitlam, BC V3B 0G1, Canada",2013,"Level1 (<$200)",7
388705,">60 Months",218875,0,"Tenth St","Sixth Ave","New Westminster","Collisions with Other Vehicles",2006,"WF",2016-08-15,49.2096196,-122.9269005,"Sixth Ave & 10th St, New Westminster, BC V3M 2B7, Canada",2016,"Level1 (<$200)",10
388698,">60 Months",202453,1081.4,"Fir St","W 4th Ave","Vancouver","Collisions with Objects",2006,"WF",2014-12-01,49.268011,-123.1408787,"Fir St & W 4th Ave, Vancouver, BC V6J 1L8, Canada",2014,"Level3 ($1.000-$10.000)",8
388700,">60 Months",220736,0,"Birdlington Dr","112 St","Delta","Collisions with People",2006,"WF",2016-10-25,49.1425177,-122.9126079,"112 St & Bridlington Dr, Delta, BC V4C 4V8, Canada",2016,"Level1 (<$200)",10
388700,">60 Months",235583,2685.64,"202 St","201A St","Surrey","Collisions with Other Vehicles",2006,"WF",2018-03-13,49.100422,-122.664385,"201a St, Langley City, BC V3A, Canada",2018,"Level3 ($1.000-$10.000)",12
388706,">60 Months",189521,2470.66,"Scotia St","E Broadway","Vancouver","Collisions with Other Vehicles",2009,"WF",2013-05-24,49.262843,-123.0989768,"Scotia St & E Broadway, Vancouver, BC V5T 4G5, Canada",2013,"Level3 ($1.000-$10.000)",4
388706,">60 Months",245929,0,NA,"22nd St Station Loop","New Westminster","Collisions with Objects",2016,"WF",2019-03-15,49.1999652,-122.949048,"22nd Street, 649 22nd St, New Westminster, BC V3M, Canada",2019,"Level1 (<$200)",3
388692,">60 Months",167807,0,"CORDOVA","BURRARD","Vancouver","Collisions with Objects",NA,NA,2011-02-25,49.2876654,-123.1162061,"Burrard St & W Cordova St, Vancouver, BC V6C, Canada",2011,"Level1 (<$200)",NA
388692,">60 Months",231465,0,"Seventh Ave","Twentieth St","New Westminster","Collisions with Other Vehicles",1998,"WF",2017-10-22,49.2015763,-122.9467546,"Twentieth St & 7th Ave, New Westminster, BC V3M 4W4, Canada",2017,"Level1 (<$200)",19
388692,">60 Months",252867,0,"Delta Ave","Brentlawn Dr","Burnaby","Collisions with Other Vehicles",2016,"WF",2019-10-23,49.2682984,-122.9921907,"Delta Ave & Brentlawn Dr, Burnaby, BC V5B 3G6, Canada",2019,"Level1 (<$200)",3
388694,">60 Months",203900,0,"7 AVE","12 ST","New Westminster","Collisions with Other Vehicles",2007,"NOV",2015-02-02,49.2089781,-122.9322025,"12th St & 7th Ave, New Westminster, BC V3M 4J7, Canada",2015,"Level1 (<$200)",8
388694,">60 Months",229301,374.87,"Spruce St","Smith Ave","Burnaby","Collisions with Objects",2008,"NOV",2017-08-07,49.2470046,-123.0198469,"Spruce St & Smith Ave, Burnaby, BC V5G 1X8, Canada",2017,"Level2 ($200-$1.000)",9
388694,">60 Months",233442,0,"Track 13","BTC Yard","Burnaby","Collisions with Other Vehicles",2008,"NOV",2017-12-24,49.2276595,-123.0179715,"Central Park, Burnaby, BC V5S 3R2, Canada",2017,"Level1 (<$200)",9
388694,">60 Months",235976,1077.53,"E 10 Ave","Alma St","Vancouver","Collisions with Other Vehicles",2007,"WF",2018-03-29,49.2634805,-123.1858885,"W 10th Ave & Alma St, Vancouver, BC V6R 2G3, Canada",2018,"Level3 ($1.000-$10.000)",11
388694,">60 Months",248670,0,"Macdonald St","W Broadway St","Vancouver","Collisions with Other Vehicles",2009,"WF",2019-06-13,49.2640349,-123.1682213,"W Broadway & Macdonald St, Vancouver, BC V6K 2K2, Canada",2019,"Level1 (<$200)",10
388687,">60 Months",181798,0,"NELSON STREET","GRANVILLE STREET","Vancouver","Collisions with People",2006,"WF",2012-06-18,49.2792748,-123.12302,"Granville St & Nelson St, Vancouver, BC V6Z 2A8, Canada",2012,"Level1 (<$200)",6
388687,">60 Months",198659,294.03,"W 49th Ave","Granville St","Vancouver","Collisions with Objects",2006,"WF",2014-06-24,49.2269604,-123.1398446,"Granville St & W 49th Ave, Vancouver, BC V6M 3E7, Canada",2014,"Level2 ($200-$1.000)",8
395660,">60 Months",184169,2073.22,NA,"48 FRASER HWY","Langley","Collisions with Objects",2006,"WF",2012-09-28,49.0894619,-122.6018781,"Fraser Hwy & 48 Ave, Langley Twp, BC V3A 8N3, Canada",2012,"Level3 ($1.000-$10.000)",6
395660,">60 Months",246804,0,NA,"Newton Exch","Surrey","Collisions with Other Vehicles",2018,"WF",2019-04-11,49.133425,-122.8416405,"Newton Exchange Bay 8, Surrey, BC V3W 2P4, Canada",2019,"Level1 (<$200)",1
281918,">60 Months",176798,334.66,"HASTINGS","HOLDOM","Burnaby","Collisions with Other Vehicles",NA,NA,2011-12-09,49.2803453,-122.9809395,"Holdom Ave & Hastings St, Burnaby, BC V5B 3T9, Canada",2011,"Level2 ($200-$1.000)",NA
281918,">60 Months",176292,0,"HWY 1","WILLINGDON","Burnaby","Collisions with Other Vehicles",NA,NA,2012-01-27,49.2668096,-123.0040067,"4461 Lougheed Hwy #1, Burnaby, BC V5C 3Z2, Canada",2012,"Level1 (<$200)",NA
